"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"174","GO:0042802",0.0164145840912669,0.991536910285494,20,1448,"identical protein binding","MF",1
"98","GO:0016491",0.00491715407751183,0.998344235574684,11,534,"oxidoreductase activity","MF",1
"39","GO:0005789",0.0298868069366857,0.988969007421898,8,440,"endoplasmic reticulum membrane","CC",1
"4","GO:0000978",0.011772890880596,0.996681622516051,7,301,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF",1
"43","GO:0005938",0.00156759028319025,0.999696012684104,7,195,"cell cortex","CC",1
"54","GO:0007166",0.0151936092889696,0.995503254630357,7,281,"cell surface receptor signaling pathway","BP",1
"126","GO:0022857",0.0177815710435756,0.994566737329587,7,308,"transmembrane transporter activity","MF",1
"67","GO:0009653",0.0309958036133183,0.990455896832901,6,265,"anatomical structure morphogenesis","BP",1
"81","GO:0010629",0.0258390472627852,0.992367717688267,6,264,"negative regulation of gene expression","BP",1
"50","GO:0006897",0.0334839646529328,0.99086947167329,5,200,"endocytosis","BP",1
"80","GO:0010604",0.0353349066189089,0.990223247861021,5,207,"positive regulation of macromolecule metabolic process","BP",1
"97","GO:0016192",0.0389494295902116,0.988937648060277,5,213,"vesicle-mediated transport","BP",1
"8","GO:0001666",0.0309157370109802,0.99326955930239,4,134,"response to hypoxia","BP",1
"66","GO:0009628",0.0364271467163858,0.991650033733776,4,141,"response to abiotic stimulus","BP",1
"124","GO:0022836",0.00188439241942239,0.9998208688886,4,57,"gated channel activity","MF",1
"197","GO:0048646",0.026192514236789,0.994587718286442,4,123,"anatomical structure formation involved in morphogenesis","BP",1
"240","GO:0071949",0.00275188243189706,0.999707173123494,4,71,"FAD binding","MF",1
"7","GO:0001540",0.00667232523524304,0.999416315774789,3,46,"amyloid-beta binding","MF",1
"10","GO:0003143",0.0137073683125209,0.998424548529889,3,60,"embryonic heart tube morphogenesis","BP",1
"33","GO:0005230",0.0462619877296831,0.991473913664128,3,85,"extracellular ligand-gated ion channel activity","MF",1
"35","GO:0005536",0.00027197183555405,0.999992999903712,3,15,"glucose binding","MF",0.657861017085882
"49","GO:0006750",0.00518600795073671,0.999588953276317,3,39,"glutathione biosynthetic process","BP",1
"61","GO:0008286",0.00485679550530388,0.999623991161127,3,39,"insulin receptor signaling pathway","BP",1
"65","GO:0009408",0.019564135253302,0.997422062817596,3,69,"response to heat","BP",1
"125","GO:0022848",0.00485819250537245,0.999624921394693,3,37,"acetylcholine-gated cation-selective channel activity","MF",1
"127","GO:0030001",0.0383607687397971,0.993433452528402,3,83,"metal ion transport","BP",1
"134","GO:0030301",0.0011375458521072,0.999949233647605,3,23,"cholesterol transport","BP",1
"166","GO:0035095",0.00085703259365717,0.999965859173871,3,20,"behavioral response to nicotine","BP",0.975351737112171
"171","GO:0038024",0.00251554036762189,0.999848343695848,3,30,"cargo receptor activity","MF",1
"187","GO:0045746",0.00357081241988245,0.999751950844095,3,40,"negative regulation of Notch signaling pathway","BP",1
"203","GO:0051246",0.0466107307886047,0.991370535996,3,92,"regulation of protein metabolic process","BP",1
"208","GO:0051606",0.0075465061729562,0.999311144176295,3,44,"detection of stimulus","BP",1
"210","GO:0051879",0.00907364333127041,0.999110988367946,3,48,"Hsp90 protein binding","MF",1
"224","GO:0061371",0.0186071730867459,0.997596828038035,3,66,"determination of heart left/right asymmetry","BP",1
"252","GO:0097027",0.000219917336385679,0.99999480165118,3,14,"ubiquitin-protein transferase activator activity","MF",0.657861017085882
