"","gene","pval.treatment"
"1","Pver_gene_g97",0.262704258502769
"2","Pver_gene_g141",0.577089875376666
"3","Pver_gene_g146",0.51686113101411
"4","Pver_gene_g148",0.426235962414
"5","Pver_gene_g182",0.871013881979597
"6","Pver_gene_g193",0.330654456433946
"7","Pver_gene_novel_gene_4_5de57afd",0.330654456433946
"8","Pver_gene_g235",0.131385223595209
"9","Pver_gene_g269",0.332921425634802
"10","Pver_gene_novel_gene_11_5de57afd",0.882561590986432
"11","Pver_gene_g399",0.217867624206513
"12","Pver_gene_g463",8.50238325893029e-09
"13","Pver_gene_g473",0.700804294082135
"14","Pver_gene_g522",0.545102946316607
"15","Pver_gene_g524",0.71104156605034
"16","Pver_gene_g528",0.248991267395887
"17","Pver_gene_g596",7.86889576851177e-22
"18","Pver_gene_g597",0.000648210916135158
"19","Pver_gene_g679",0.986383914466772
"20","Pver_gene_g719",1.66377635623157e-07
"21","Pver_gene_g767",0.668658712872255
"22","Pver_gene_g811",0.441794803077725
"23","Pver_gene_g820",0.368919099529962
"24","Pver_gene_g848",0.686911202442921
"25","Pver_gene_g852",0.485800535655349
"26","Pver_gene_g873",0.102995878651735
"27","Pver_gene_g906",0.171764284839988
"28","Pver_gene_g910",0.195363733749131
"29","Pver_gene_g911",0.106405813102867
"30","Pver_gene_g912",4.49260009397904e-06
"31","Pver_gene_g913",0.500798523831686
"32","Pver_gene_g919",0.10647017191251
"33","Pver_gene_g928",0.143380057006723
"34","Pver_gene_g953",0.438732439645505
"35","Pver_gene_g970",0.0331165423409908
"36","Pver_gene_g987",0.0212214197296172
"37","Pver_gene_g1012",0.63902987252093
"38","Pver_gene_g1030",0.7555117408493
"39","Pver_gene_g1066",0.650226047535462
"40","Pver_gene_g1089",0.97641157423693
"41","Pver_gene_g1106",0.315049723216026
"42","Pver_gene_g1107",0.991886583659042
"43","Pver_gene_g1138",8.74626478092153e-06
"44","Pver_gene_g1162",8.54092868173078e-41
"45","Pver_gene_g1164",0.668696636795893
"46","Pver_gene_g1165",0.812780845875156
"47","Pver_gene_g1174",0.596320395488355
"48","Pver_gene_g1185",3.53799500825343e-09
"49","Pver_gene_g1208",0.481916677529339
"50","Pver_gene_g1238",0.818988155612672
"51","Pver_gene_g1260",0.679504179739449
"52","Pver_gene_g1280",0.954750245738162
"53","Pver_gene_g1353",0.0555191972092099
"54","Pver_gene_g1498",0.0803629067622394
"55","Pver_gene_g1534",0.216350760030379
"56","Pver_gene_g1535",0.116432557008367
"57","Pver_gene_g1536",0.811970661608028
"58","Pver_gene_g1553",0.722558689454751
"59","Pver_gene_g1561",0.943246483248129
"60","Pver_gene_g1651",0.0528628107738705
"61","Pver_gene_g1678",0.905056190637228
"62","Pver_gene_g1707",0.445508945930725
"63","Pver_gene_g1751",0.38224534041192
"64","Pver_gene_g1781",0.501316441617692
"65","Pver_gene_g1789",0.240612844362637
"66","Pver_gene_g1811",0.0262668700046469
"67","Pver_gene_g1812",0.888291254181707
"68","Pver_gene_g1820",0.0966746036770988
"69","Pver_gene_g1821",0.612725373055768
"70","Pver_gene_g1822",0.0927024347800585
"71","Pver_gene_g1823",0.585434213592484
"72","Pver_gene_g1841",3.1005206824887e-18
"73","Pver_gene_g1910",0.62124305172456
"74","Pver_gene_g1955",0.604857072514103
"75","Pver_gene_g1970",0.328290772672282
"76","Pver_gene_g1972",0.61229241094917
"77","Pver_gene_g1978",0.471319837704447
"78","Pver_gene_g2020",0.596413504381861
"79","Pver_gene_g2023",0.271044760662885
"80","Pver_gene_g2099",0.919835136195175
"81","Pver_gene_g2102",0.836379864329964
"82","Pver_gene_g2130",0.573818935889897
"83","Pver_gene_g2132",0.997362626496326
"84","Pver_gene_g2133",0.269778300032493
"85","Pver_gene_g2152",0.144192142246081
"86","Pver_gene_g2153",0.955446206785716
"87","Pver_gene_g2156",7.15331286069392e-05
"88","Pver_gene_g2169",0.844361312481146
"89","Pver_gene_g2179",0.429465470355082
"90","Pver_gene_g2185",0.238236536392905
"91","Pver_gene_g2198",0.032226648490231
"92","Pver_gene_g2200",0.47540043710583
"93","Pver_gene_g2222",0.110314419639243
"94","Pver_gene_g2245",0.766767687369294
"95","Pver_gene_g2273",0.543798236076072
"96","Pver_gene_g2278",0.518843604045534
"97","Pver_gene_g2282",0.114410452857993
"98","Pver_gene_g2312",0.433921121590149
"99","Pver_gene_g2322",0.357734974926341
"100","Pver_gene_g2330",6.62385275932848e-07
"101","Pver_gene_g2333",0.191116845876033
"102","Pver_gene_g2359",0.190642627938314
"103","Pver_gene_g2379",0.13798695638782
"104","Pver_gene_g2380",0.0528681926387962
"105","Pver_gene_g2382",0.403475087114997
"106","Pver_gene_g2448",0.0266175514919887
"107","Pver_gene_g2497",0.74470491021383
"108","Pver_gene_g2499",0.602838595090785
"109","Pver_gene_g2501",0.574990917540204
"110","Pver_gene_g2504",0.0290123747176038
"111","Pver_gene_g2583",0.953283829399206
"112","Pver_gene_g2666",0.205187955315386
"113","Pver_gene_g2688",1.76917901700657e-06
"114","Pver_gene_g2699",0.361501010229278
"115","Pver_gene_g2704",0.909319225130724
"116","Pver_gene_g2849",0.0383769105522473
"117","Pver_gene_g2861",0.67739768419022
"118","Pver_gene_g2963",0.684790856443836
"119","Pver_gene_g2965",0.995978487578072
"120","Pver_gene_g3034",0.241889762690171
"121","Pver_gene_g3042",0.921942006199756
"122","Pver_gene_g3080",0.0146200556250953
"123","Pver_gene_g3115",0.956215485112166
"124","Pver_gene_g3130",3.84226433490337e-05
"125","Pver_gene_g3139",8.57446196810079e-19
"126","Pver_gene_g3146",0.823165018446424
"127","Pver_gene_g3162",0.338610674841081
"128","Pver_gene_g3174",0.00595633915561974
"129","Pver_gene_g3209",0.0942639505562718
"130","Pver_gene_g3224",2.03831615637812e-12
"131","Pver_gene_g3228",5.12168989951674e-06
"132","Pver_gene_g3229",2.2559862777911e-17
"133","Pver_gene_g3230",4.61622157227335e-10
"134","Pver_gene_g3237",0.625311073035835
"135","Pver_gene_g3239",0.573566178503833
"136","Pver_gene_g3243",0.715073006406999
"137","Pver_gene_g3261",0.563126162284883
"138","Pver_gene_g3289",0.32219291702969
"139","Pver_gene_g3320",1.35152498419912e-65
"140","Pver_gene_g3338",0.00716826775786118
"141","Pver_gene_g3358",0.971220040073997
"142","Pver_gene_g3359",0.458825763250608
"143","Pver_gene_g3393",0.325832067374284
"144","Pver_gene_g3405",0.722231272388256
"145","Pver_gene_g3407",1.64021263408723e-11
"146","Pver_gene_g3421",0.151189391616129
"147","Pver_gene_g3437",0.583198333910279
"148","Pver_gene_g3452",0.354903048109128
"149","Pver_gene_g3454",0.958166853465329
"150","Pver_gene_g3455",0.782160478291487
"151","Pver_gene_g3491",0.253043832980012
"152","Pver_gene_g3527",0.696351113253693
"153","Pver_gene_g3532",0.353054208156993
"154","Pver_gene_g3533",0.276016978376759
"155","Pver_gene_g3554",0.921583871344892
"156","Pver_gene_g3557",0.920793946218485
"157","Pver_gene_g3590",6.51428470652612e-05
"158","Pver_gene_g3591",0.392894117844249
"159","Pver_gene_g3607",0.0311879262511963
"160","Pver_gene_g3619",1.79746519908408e-07
"161","Pver_gene_g3632",6.20490107299003e-05
"162","Pver_gene_g3633",1.88899132811311e-08
"163","Pver_gene_g3653",0.0663456647126557
"164","Pver_gene_g3732",0.380537306819038
"165","Pver_gene_g3741",0.00124775989186083
"166","Pver_gene_g3743",0.123730568931554
"167","Pver_gene_g3753",0.906097220039445
"168","Pver_gene_g3828",0.616760753302395
"169","Pver_gene_g3868",0.260209744653942
"170","Pver_gene_g3911",0.735281007647936
"171","Pver_gene_g3919",0.0287559631149686
"172","Pver_gene_g3922",0.00125952953595904
"173","Pver_gene_g3927",0.318234661043324
"174","Pver_gene_g3931",0.32089109336026
"175","Pver_gene_g3942",0.482926171726555
"176","Pver_gene_g3949",0.183362384066489
"177","Pver_gene_g3950",0.53948289659198
"178","Pver_gene_g3961",0.580534616101087
"179","Pver_gene_g3962",0.342633050835584
"180","Pver_gene_g4016",0.000292723691805744
"181","Pver_gene_g4073",0.730146843745513
"182","Pver_gene_g4089",0.190691808810778
"183","Pver_gene_g4146",0.541533974855107
"184","Pver_gene_g4147",0.112583377110654
"185","Pver_gene_g4156",0.151495056584842
"186","Pver_gene_g4157",0.112639544044586
"187","Pver_gene_g4192",0.291328237715229
"188","Pver_gene_g4210",0.0160564058634155
"189","Pver_gene_g4211",0.769582699598052
"190","Pver_gene_g4212",0.460407736231214
"191","Pver_gene_g4216",0.914627877781548
"192","Pver_gene_g4234",1.21500658550728e-14
"193","Pver_gene_g4350",0.268756880036919
"194","Pver_gene_g4389",0.678245474850392
"195","Pver_gene_g4396",0.253014029606115
"196","Pver_gene_g4411",0.816471015680008
"197","Pver_gene_g4431",0.485255541733196
"198","Pver_gene_g4432",0.824069046354889
"199","Pver_gene_g4441",1.03409878032341e-10
"200","Pver_gene_g4449",0.000702637970412047
"201","Pver_gene_g4466",0.874825669272233
"202","Pver_gene_g4475",0.309054805631507
"203","Pver_gene_g4526",0.249623266674827
"204","Pver_gene_g4527",0.23866985790167
"205","Pver_gene_g4528",0.290557075753083
"206","Pver_gene_g4565",0.0669104879452671
"207","Pver_gene_g4576",0.482133950233697
"208","Pver_gene_g4598",0.0479561327911289
"209","Pver_gene_g4602",0.131686206450077
"210","Pver_gene_g4608",0.0165123222364339
"211","Pver_gene_g4621",0.000773646510649852
"212","Pver_gene_g4629",0.789355727609214
"213","Pver_gene_g4672",0.596601433794284
"214","Pver_gene_g4708",0.91027156804461
"215","Pver_gene_g4723",0.192268012193364
"216","Pver_gene_novel_gene_193_5de57afd",0.685128234333347
"217","Pver_gene_g4809",0.151050535901564
"218","Pver_gene_g4810",0.824360297173663
"219","Pver_gene_g4832",0.791401545945745
"220","Pver_gene_g4876",0.830004890763351
"221","Pver_gene_g4886",0.987891679500093
"222","Pver_gene_g4892",1.56267956047804e-07
"223","Pver_gene_g4897",0.0457943893423682
"224","Pver_gene_g4938",0.274983558209788
"225","Pver_gene_g4951",0.0052998485561206
"226","Pver_gene_g5018",0.95504358451527
"227","Pver_gene_g5066",0.81311815921281
"228","Pver_gene_g5069",0.368531495443664
"229","Pver_gene_g5078",9.610738231944e-14
"230","Pver_gene_g5080",0.260805583582507
"231","Pver_gene_novel_gene_201_5de57afd",0.515061267264252
"232","Pver_gene_g5125",0.302552433185983
"233","Pver_gene_g5154",0.546181781273233
"234","Pver_gene_g5155",0.206619096005937
"235","Pver_gene_g5170",0.0184529412199269
"236","Pver_gene_g5197",9.50853499352403e-09
"237","Pver_gene_g5218",0.0820755008650988
"238","Pver_gene_g5245",0.419324685585809
"239","Pver_gene_g5246",0.846996182414786
"240","Pver_gene_g5276",0.496975173840563
"241","Pver_gene_g5307",0.912842588320038
"242","Pver_gene_g5311",0.531683673174063
"243","Pver_gene_g5348",5.7065144447405e-07
"244","Pver_gene_g5380",0.749139497882467
"245","Pver_gene_g5410",0.162686145073858
"246","Pver_gene_g5450",0.0452932586121091
"247","Pver_gene_g5474_g5476",0.181979326563031
"248","Pver_gene_g5480",0.277138663942659
"249","Pver_gene_g5492",0.00168699851899965
"250","Pver_gene_g5509",0.601172376664157
"251","Pver_gene_g5510",0.711806854843614
"252","Pver_gene_g5523",0.00245453982693029
"253","Pver_gene_g5541",0.868856579731024
"254","Pver_gene_g5557",0.378984093772673
"255","Pver_gene_g5561",0.203116130932182
"256","Pver_gene_g5578",0.684330053463482
"257","Pver_gene_g5586",0.306365302657214
"258","Pver_gene_g5689",0.670201720264971
"259","Pver_gene_g5708",0.155881649042685
"260","Pver_gene_g5724",0.903414232332852
"261","Pver_gene_g5745",0.0293908634834359
"262","Pver_gene_g5808",3.14717061043412e-08
"263","Pver_gene_g5815",2.5914456881948e-08
"264","Pver_gene_g5876",0.0144407373780698
"265","Pver_gene_g5906",0.647998628675934
"266","Pver_gene_g5916",0.496655180677683
"267","Pver_gene_g5917",0.201899594278942
"268","Pver_gene_g5918",0.701760568624832
"269","Pver_gene_g5940",0.930218578465706
"270","Pver_gene_g5943",0.420841805710013
"271","Pver_gene_g5957",0.865783344717322
"272","Pver_gene_g5968",0.787327306975602
"273","Pver_gene_g5977",0.146698960205156
"274","Pver_gene_g6009",0.564069759552848
"275","Pver_gene_g6012",0.874520705298678
"276","Pver_gene_g6032",0.204885396659731
"277","Pver_gene_g6044",0.0500630656364148
"278","Pver_gene_g6046",0.436906897972534
"279","Pver_gene_g6049",0.0813192937564999
"280","Pver_gene_g6062",0.306979506769879
"281","Pver_gene_g6068",0.550431291454302
"282","Pver_gene_g6106",0.797216479427274
"283","Pver_gene_g6109",0.733012957003102
"284","Pver_gene_g6130",0.0461948127126429
"285","Pver_gene_g6167",0.532769028915393
"286","Pver_gene_g6175",0.180795699270817
"287","Pver_gene_g6179",0.0168828814989494
"288","Pver_gene_g6181",1.17366804615327e-09
"289","Pver_gene_g6198",0.271302888537265
"290","Pver_gene_novel_gene_239_5de57afd",0.890751749569089
"291","Pver_gene_g6227",0.757348021020848
"292","Pver_gene_g6242",3.66973973060456e-06
"293","Pver_gene_g6245",0.845266374384934
"294","Pver_gene_g6248",0.169186523115428
"295","Pver_gene_g6252",0.109769182131062
"296","Pver_gene_g6254",0.461775785228703
"297","Pver_gene_g6348",0.247694232771799
"298","Pver_gene_g6355",0.181156948437968
"299","Pver_gene_g6401",0.593417675765467
"300","Pver_gene_g6410",0.243573837140543
"301","Pver_gene_g6422",0.973102247264838
"302","Pver_gene_g6430",0.000150852580550974
"303","Pver_gene_g6439",0.898606167445705
"304","Pver_gene_g6462",0.735384478128565
"305","Pver_gene_novel_gene_244_5de57afd",0.0771196570515818
"306","Pver_gene_g6468",0.139312935001292
"307","Pver_gene_g6470",0.594499053787073
"308","Pver_gene_g6500",0.940026619939399
"309","Pver_gene_g6538",0.85977944943775
"310","Pver_gene_g6545",0.0260340640969416
"311","Pver_gene_g6582",0.671388354596574
"312","Pver_gene_g6584",0.868087359261293
"313","Pver_gene_g6585",0.895458824460883
"314","Pver_gene_g6637",0.0515664782027539
"315","Pver_gene_g6639",0.312685951782784
"316","Pver_gene_g6644",0.722626565215653
"317","Pver_gene_g6738",0.00241070326432952
"318","Pver_gene_g6761",0.649208551715252
"319","Pver_gene_g6767",0.732192642379808
"320","Pver_gene_g6775",4.25979442047505e-05
"321","Pver_gene_g6814",0.119812760012255
"322","Pver_gene_g6834",0.0142206176453037
"323","Pver_gene_g6851",0.781102818492151
"324","Pver_gene_g6852",8.0164140313515e-39
"325","Pver_gene_g6856",0.0408854837327947
"326","Pver_gene_g6857",0.657718759648056
"327","Pver_gene_g6859",0.883660656496003
"328","Pver_gene_g6900",0.715752913415824
"329","Pver_gene_g6903",0.150913007610928
"330","Pver_gene_g6915",0.767790034869523
"331","Pver_gene_g6958",3.04480034182852e-08
"332","Pver_gene_g7013",3.24892901374177e-13
"333","Pver_gene_g7064",0.521086004467511
"334","Pver_gene_g7110",0.900272726103435
"335","Pver_gene_g7111",0.542594319913872
"336","Pver_gene_g7116",0.57621681255649
"337","Pver_gene_g7123",0.814470726201193
"338","Pver_gene_g7138",4.13689388707479e-07
"339","Pver_gene_g7139",0.230181065035213
"340","Pver_gene_g7142",0.147606975890514
"341","Pver_gene_g7147",0.0987937902034011
"342","Pver_gene_g7148",0.809453959652939
"343","Pver_gene_g7170",0.734806771497393
"344","Pver_gene_g7177",0.333612599751537
"345","Pver_gene_g7206",0.0274372873171502
"346","Pver_gene_g7216",0.00463731665721557
"347","Pver_gene_g7227",0.828764999879335
"348","Pver_gene_g7266",0.463195303212116
"349","Pver_gene_g7299",0.301958501512218
"350","Pver_gene_g7304",0.266642193362133
"351","Pver_gene_g7314",0.608217114105625
"352","Pver_gene_g7315",0.133782430173196
"353","Pver_gene_g7316",0.404496553840872
"354","Pver_gene_g7322",0.0710202813634275
"355","Pver_gene_g7364",0.897233572471861
"356","Pver_gene_g7365",0.000114618769706829
"357","Pver_gene_g7366",0.331484974797564
"358","Pver_gene_g7393",0.988497225545414
"359","Pver_gene_g7432",0.623593799786087
"360","Pver_gene_g7442",0.559251155203146
"361","Pver_gene_g7460",0.519582555389602
"362","Pver_gene_g7501",0.404572055303711
"363","Pver_gene_g7524",0.383579726360322
"364","Pver_gene_g7552",2.15372049914707e-05
"365","Pver_gene_g7558",9.0576416276053e-07
"366","Pver_gene_g7613",0.962416208110648
"367","Pver_gene_g7614",0.0993669054356772
"368","Pver_gene_g7626",0.248779597679427
"369","Pver_gene_g7672",0.366997847293398
"370","Pver_gene_g7703",0.136444344872164
"371","Pver_gene_g7751",0.37215575140778
"372","Pver_gene_g7774",0.266352595464701
"373","Pver_gene_g7794",0.00293564074832747
"374","Pver_gene_g7809",0.777052043010352
"375","Pver_gene_g7810",0.267933562325233
"376","Pver_gene_g7822",0.341693805829343
"377","Pver_gene_g7823",0.18873812743458
"378","Pver_gene_g7838",0.403279356967947
"379","Pver_gene_g7880",0.759274540048247
"380","Pver_gene_g7918",0.36990288559107
"381","Pver_gene_g7926",0.786627461412222
"382","Pver_gene_g7939",0.00253491582477854
"383","Pver_gene_g7962",0.569016084516749
"384","Pver_gene_g7998",0.240983844867156
"385","Pver_gene_g7999",0.0181544543506892
"386","Pver_gene_g8002",0.979660397235503
"387","Pver_gene_g8003",0.29385559329118
"388","Pver_gene_g8004",0.00022448001805277
"389","Pver_gene_g8020",0.027262830323875
"390","Pver_gene_g8032",0.185200325111911
"391","Pver_gene_g8038",0.356551898787851
"392","Pver_gene_g8082",0.421648979732546
"393","Pver_gene_g8123",0.0496016446763836
"394","Pver_gene_g8130",0.273509114486998
"395","Pver_gene_g8166",0.45626162332138
"396","Pver_gene_g8171",0.0540321515390521
"397","Pver_gene_g8191",2.55941358219583e-07
"398","Pver_gene_g8202",0.146062027605914
"399","Pver_gene_g8263",0.0601605636875713
"400","Pver_gene_g8309",0.790373852771422
"401","Pver_gene_g8312",0.000482217891266293
"402","Pver_gene_g8331",9.94646110524728e-05
"403","Pver_gene_g8340",0.881008900497033
"404","Pver_gene_g8366",0.248525189373047
"405","Pver_gene_g8372",0.55223897369447
"406","Pver_gene_g8399",0.0568522161340372
"407","Pver_gene_g8400",0.975134149604862
"408","Pver_gene_g8418",4.74418032379829e-07
"409","Pver_gene_g8424",0.607432618061214
"410","Pver_gene_g8426",0.117022979513774
"411","Pver_gene_g8432",0.00661813677212903
"412","Pver_gene_g8436",1.37304131074439e-148
"413","Pver_gene_g8437",0.000682408582360369
"414","Pver_gene_g8452",0.804772774358583
"415","Pver_gene_g8453",0.147400321441233
"416","Pver_gene_g8454",0.903713134893218
"417","Pver_gene_g8474",0.0334787081364026
"418","Pver_gene_g8521",0.89488453378621
"419","Pver_gene_g8528",0.535110919515769
"420","Pver_gene_g8532",0.125933600778744
"421","Pver_gene_g8542",0.0579784195509136
"422","Pver_gene_g8546",0.837804187474655
"423","Pver_gene_g8547",0.98747911849879
"424","Pver_gene_g8550",0.78455936329475
"425","Pver_gene_g8564",0.998373971742229
"426","Pver_gene_g8577",0.0776011850859015
"427","Pver_gene_g8595",0.268945500887418
"428","Pver_gene_g8603",0.130095881777221
"429","Pver_gene_g8608",0.198689691372719
"430","Pver_gene_g8614",0.0158296784832192
"431","Pver_gene_g8617",0.0346812493400895
"432","Pver_gene_g8618",0.784249649903156
"433","Pver_gene_g8623",0.574824009240278
"434","Pver_gene_g8624",0.911975451269509
"435","Pver_gene_g8629",0.860202299547696
"436","Pver_gene_g8675",6.39004800167677e-06
"437","Pver_gene_g8682",0.937318704291085
"438","Pver_gene_g8702",0.0675655391661658
"439","Pver_gene_g8706",0.883662211537331
"440","Pver_gene_g8737",0.155240542193054
"441","Pver_gene_g8738",0.681610553622168
"442","Pver_gene_g8744",0.543140798050188
"443","Pver_gene_g8752",0.275388181892605
"444","Pver_gene_g8757",0.0764024071808588
"445","Pver_gene_g8770",0.13911092987371
"446","Pver_gene_g8796",0.525406714660003
"447","Pver_gene_g8820",0.401455609709878
"448","Pver_gene_g8865",2.27821664747741e-06
"449","Pver_gene_g8867",0.000572194991583507
