"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"1","GO:0015074",4.78524143202753e-50,1,131,855,"DNA integration","BP"
"2","GO:0006259",1.28459963776844e-21,1,50,282,"DNA metabolic process","BP"
"3","GO:0090304",7.44221834669445e-20,1,42,226,"nucleic acid metabolic process","BP"
"4","GO:0006278",3.04877009884268e-10,1,36,329,"RNA-templated DNA biosynthetic process","BP"
"5","GO:0090305",1.11272386449053e-05,0.999997121217039,18,164,"nucleic acid phosphodiester bond hydrolysis","BP"
"6","GO:0006310",2.20609839049175e-05,0.999992581541627,24,266,"DNA recombination","BP"
"7","GO:0006807",0.000162181629950377,0.999949883421391,17,171,"nitrogen compound metabolic process","BP"
"8","GO:0043170",0.000338586956621648,0.999902746663183,14,135,"macromolecule metabolic process","BP"
"9","GO:0016032",0.000599650118113606,0.999944652058021,5,21,"viral process","BP"
"10","GO:0051964",0.000831703905831799,0.999980871049755,3,5,"negative regulation of synapse assembly","BP"
"11","GO:0071725",0.000847320651796429,0.999980383749771,3,5,"response to triacyl bacterial lipopeptide","BP"
"12","GO:0070340",0.000913918650983315,0.999978269933107,3,5,"detection of bacterial lipopeptide","BP"
"13","GO:0061400",0.000990008177204784,0.999862685785841,6,33,"positive regulation of transcription from RNA polymerase II promoter in response to calcium ion","BP"
"14","GO:0080135",0.0018253425578967,0.999784997322458,5,20,"regulation of cellular response to stress","BP"
"15","GO:0002730",0.00191120794348226,1,2,2,"regulation of dendritic cell cytokine production","BP"
"16","GO:0014005",0.00191120794348226,1,2,2,"microglia development","BP"
"17","GO:0071224",0.00191120794348226,1,2,2,"cellular response to peptidoglycan","BP"
"18","GO:0032508",0.00198128975050874,0.999461253133969,10,90,"DNA duplex unwinding","BP"
"19","GO:1904908",0.00305236667566482,1,2,2,"negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric","BP"
"20","GO:0060396",0.00329504146030255,1,2,2,"growth hormone receptor signaling pathway","BP"
"21","GO:0051276",0.00435229331901812,0.999026703866948,7,51,"chromosome organization","BP"
"22","GO:0002238",0.00446801339367469,0.999940288534218,2,3,"response to molecule of fungal origin","BP"
"23","GO:0007281",0.00491706863204099,0.999046599112973,6,37,"germ cell development","BP"
"24","GO:0000723",0.00562181713432041,0.998501853956166,8,72,"telomere maintenance","BP"
"25","GO:1900369",0.00610954806458943,0.999903858384988,2,3,"negative regulation of post-transcriptional gene silencing by RNA","BP"
"26","GO:0090698",0.00625798464120997,0.999859745838064,2,4,"post-embryonic plant morphogenesis","BP"
"27","GO:0044238",0.00653418940896924,0.99704088801059,18,256,"primary metabolic process","BP"
"28","GO:0071223",0.00654694057090631,0.999893170508777,2,3,"cellular response to lipoteichoic acid","BP"
"29","GO:0030003",0.0066065204490813,0.999891684361681,2,3,"cellular cation homeostasis","BP"
"30","GO:0001775",0.00680127628679889,0.999166779193745,4,17,"cell activation","BP"
"31","GO:1900054",0.00713795006190106,0.999828645367905,2,4,"positive regulation of retinoic acid biosynthetic process","BP"
"32","GO:0060316",0.00792449016675891,0.999799059027892,2,4,"positive regulation of ryanodine-sensitive calcium-release channel activity","BP"
"33","GO:0071221",0.00870776899395728,0.999281179486996,3,11,"cellular response to bacterial lipopeptide","BP"
"34","GO:0019637",0.0103434896551222,0.999071411669638,3,12,"organophosphate metabolic process","BP"
"35","GO:0051149",0.0103665271840903,0.999697225054271,2,4,"positive regulation of muscle cell differentiation","BP"
"36","GO:0032727",0.010389601930301,0.999136041591137,3,9,"positive regulation of interferon-alpha production","BP"
"37","GO:0030913",0.0107959880080765,0.999015272704691,3,12,"paranodal junction assembly","BP"
"38","GO:0002755",0.0109662283480757,0.998384739476804,4,23,"MyD88-dependent toll-like receptor signaling pathway","BP"
"39","GO:0080182",0.0115460402586825,0.998968165608502,3,10,"histone H3-K4 trimethylation","BP"
"40","GO:0032735",0.0116087105023438,0.998960463877425,3,10,"positive regulation of interleukin-12 production","BP"
"41","GO:0010649",0.012199309636973,0.999550635948934,2,5,"regulation of cell communication by electrical coupling","BP"
"42","GO:0070987",0.0138773024098266,0.999526855730691,2,4,"error-free translesion synthesis","BP"
"43","GO:2000739",0.0144673915571344,0.999495657754736,2,4,"regulation of mesenchymal stem cell differentiation","BP"
