"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pver_gene_g10004",0.64789854467471,-0.186962147177169,0.977070825221895,-0.191349636434707,0.848251675211288,0.99748054652824
"Pver_gene_g10011",0.531733573100583,0.503925295512611,1.01858596480761,0.494730256378304,0.620790541022592,0.99748054652824
"Pver_gene_g1002",0.433176592286945,0.331549815471537,1.94058477044014,0.170850467612574,0.864341345005309,0.99748054652824
"Pver_gene_g10021",0.200464716841505,0.456156771859076,2.98496996763546,0.152817876496231,0.878541899915141,0.99748054652824
"Pver_gene_g10036",0.365059540565913,0.291289256033185,1.13702104982955,0.256186335404125,0.797806959405472,0.99748054652824
"Pver_gene_g10041",0.726312474059931,-1.59588712642133,0.850590429074436,-1.87621100810867,0.0606263110985171,0.99748054652824
"Pver_gene_g10043",0.969763503801039,-0.677468581149064,0.673486484221456,-1.00591266049268,0.314457585515822,0.99748054652824
"Pver_gene_g10049",0.327908355734442,-0.313267689653012,1.03863143185504,-0.301615837962369,0.762944933022093,0.99748054652824
"Pver_gene_g10056",0.574196694916068,0.301838485670062,1.21841657187094,0.247730121732155,0.804343224392861,0.99748054652824
"Pver_gene_g10059",0.519366337881247,-0.171211148009102,1.50588844633218,-0.113694442922457,0.909480017862434,0.99748054652824
"Pver_gene_g10063",63.6373751497369,0.0378220770430155,0.214008513135831,0.17673164720793,0.859719181266755,0.99748054652824
"Pver_gene_g10064",0.775570702451861,-1.12375857547848,2.36353754246097,-0.475456198723376,0.634461846151277,0.99748054652824
"Pver_gene_g10072",0.438014278716616,1.06178761438129,0.966024358266831,1.09913130584644,0.271710796565254,0.99748054652824
"Pver_gene_g10092",0.573967756081947,-0.0858057736307751,0.968969897777921,-0.0885536009194384,0.929436684250019,0.99748054652824
"Pver_gene_g10093",0.884713452354212,-0.429089122265133,0.738166541766186,-0.581290397202867,0.561044751483629,0.99748054652824
"Pver_gene_g10102",0.389245547697494,-0.699621731506935,0.985736058677152,-0.70974549966836,0.477861971328507,0.99748054652824
"Pver_gene_g10104",1.40459108653331,2.6905828657652,0.8687458768052,3.09708850148421,0.00195431518187298,0.99748054652824
"Pver_gene_g10107",0.316589973785654,-0.70828871453348,1.04163638028947,-0.6799769362286,0.496519064674558,0.99748054652824
"Pver_gene_g1011",82.4940549970691,-0.0185377906571984,0.103062678191497,-0.179869095025398,0.857255338056335,0.99748054652824
"Pver_gene_g10112",0.905503594647152,-3.31461440028297,2.18704912290353,-1.51556467825583,0.129629464183624,0.99748054652824
