"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"174","GO:0042802",0.0164145840912669,0.991536910285494,20,1448,"identical protein binding","MF"
"98","GO:0016491",0.00491715407751183,0.998344235574684,11,534,"oxidoreductase activity","MF"
"39","GO:0005789",0.0298868069366857,0.988969007421898,8,440,"endoplasmic reticulum membrane","CC"
"4","GO:0000978",0.011772890880596,0.996681622516051,7,301,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"43","GO:0005938",0.00156759028319025,0.999696012684104,7,195,"cell cortex","CC"
"54","GO:0007166",0.0151936092889696,0.995503254630357,7,281,"cell surface receptor signaling pathway","BP"
"126","GO:0022857",0.0177815710435756,0.994566737329587,7,308,"transmembrane transporter activity","MF"
"67","GO:0009653",0.0309958036133183,0.990455896832901,6,265,"anatomical structure morphogenesis","BP"
"81","GO:0010629",0.0258390472627852,0.992367717688267,6,264,"negative regulation of gene expression","BP"
"50","GO:0006897",0.0334839646529328,0.99086947167329,5,200,"endocytosis","BP"
"80","GO:0010604",0.0353349066189089,0.990223247861021,5,207,"positive regulation of macromolecule metabolic process","BP"
"97","GO:0016192",0.0389494295902116,0.988937648060277,5,213,"vesicle-mediated transport","BP"
"8","GO:0001666",0.0309157370109802,0.99326955930239,4,134,"response to hypoxia","BP"
"66","GO:0009628",0.0364271467163858,0.991650033733776,4,141,"response to abiotic stimulus","BP"
"124","GO:0022836",0.00188439241942239,0.9998208688886,4,57,"gated channel activity","MF"
"197","GO:0048646",0.026192514236789,0.994587718286442,4,123,"anatomical structure formation involved in morphogenesis","BP"
"240","GO:0071949",0.00275188243189706,0.999707173123494,4,71,"FAD binding","MF"
"7","GO:0001540",0.00667232523524304,0.999416315774789,3,46,"amyloid-beta binding","MF"
"10","GO:0003143",0.0137073683125209,0.998424548529889,3,60,"embryonic heart tube morphogenesis","BP"
"33","GO:0005230",0.0462619877296831,0.991473913664128,3,85,"extracellular ligand-gated ion channel activity","MF"
"35","GO:0005536",0.00027197183555405,0.999992999903712,3,15,"glucose binding","MF"
"49","GO:0006750",0.00518600795073671,0.999588953276317,3,39,"glutathione biosynthetic process","BP"
"61","GO:0008286",0.00485679550530388,0.999623991161127,3,39,"insulin receptor signaling pathway","BP"
"65","GO:0009408",0.019564135253302,0.997422062817596,3,69,"response to heat","BP"
"125","GO:0022848",0.00485819250537245,0.999624921394693,3,37,"acetylcholine-gated cation-selective channel activity","MF"
"127","GO:0030001",0.0383607687397971,0.993433452528402,3,83,"metal ion transport","BP"
"134","GO:0030301",0.0011375458521072,0.999949233647605,3,23,"cholesterol transport","BP"
"166","GO:0035095",0.00085703259365717,0.999965859173871,3,20,"behavioral response to nicotine","BP"
"171","GO:0038024",0.00251554036762189,0.999848343695848,3,30,"cargo receptor activity","MF"
"187","GO:0045746",0.00357081241988245,0.999751950844095,3,40,"negative regulation of Notch signaling pathway","BP"
"203","GO:0051246",0.0466107307886047,0.991370535996,3,92,"regulation of protein metabolic process","BP"
"208","GO:0051606",0.0075465061729562,0.999311144176295,3,44,"detection of stimulus","BP"
"210","GO:0051879",0.00907364333127041,0.999110988367946,3,48,"Hsp90 protein binding","MF"
"224","GO:0061371",0.0186071730867459,0.997596828038035,3,66,"determination of heart left/right asymmetry","BP"
"252","GO:0097027",0.000219917336385679,0.99999480165118,3,14,"ubiquitin-protein transferase activator activity","MF"
"255","GO:0097242",0.00036860607334302,0.999989356890726,3,16,"amyloid-beta clearance","BP"
"256","GO:0098662",0.0282764269823515,0.995708373892229,3,74,"inorganic cation transmembrane transport","BP"
"272","GO:1901838",7.39297936637938e-05,0.999998926475316,3,9,"positive regulation of transcription of nucleolar large rRNA by RNA polymerase I","BP"
"13","GO:0003841",0.0041050606472462,0.999891502490204,2,11,"1-acylglycerol-3-phosphate O-acyltransferase activity","MF"
"17","GO:0004089",0.0126983456795568,0.999355860322706,2,19,"carbonate dehydratase activity","MF"
"29","GO:0004708",0.0132643105841775,0.999305964822767,2,21,"MAP kinase kinase activity","MF"
"34","GO:0005353",0.00129514563228159,0.999983801384663,2,6,"fructose transmembrane transporter activity","MF"
"38","GO:0005680",0.0111331165894898,0.99947278779746,2,19,"anaphase-promoting complex","CC"
"41","GO:0005892",0.022919522450641,0.998376094734576,2,26,"acetylcholine-gated channel complex","CC"
"48","GO:0006654",0.0124322680950877,0.999373619311183,2,20,"phosphatidic acid biosynthetic process","BP"
"51","GO:0006911",0.0115696258033339,0.999441002920484,2,19,"phagocytosis, engulfment","BP"
"53","GO:0007141",0.0149056724051427,0.99917403534343,2,20,"male meiosis I","BP"
"59","GO:0008202",0.041681141569595,0.995855371214974,2,37,"steroid metabolic process","BP"
"69","GO:0009914",0.0298883217149712,0.99754026213235,2,30,"hormone transport","BP"
"70","GO:0009954",0.0143263626404671,0.999222497331634,2,20,"proximal/distal pattern formation","BP"
"83","GO:0010744",0.000573346009018004,0.999995639487505,2,5,"positive regulation of macrophage derived foam cell differentiation","BP"
"87","GO:0010886",0.000915768464937145,0.999990394518909,2,6,"positive regulation of cholesterol storage","BP"
"89","GO:0014032",0.016528629090905,0.999025798941186,2,22,"neural crest cell development","BP"
"93","GO:0015464",0.00741485332235475,0.999724662551921,2,14,"acetylcholine receptor activity","MF"
"95","GO:0015755",0.00129514563228159,0.999983801384663,2,6,"fructose transmembrane transport","BP"
"100","GO:0016573",0.0365426126479421,0.996637941659214,2,32,"histone acetylation","BP"
"101","GO:0016627",0.0459427654326638,0.99516812339566,2,40,"oxidoreductase activity, acting on the CH-CH group of donors","MF"
"103","GO:0016799",0.0043783618257758,0.999878708400424,2,12,"hydrolase activity, hydrolyzing N-glycosyl compounds","MF"
"105","GO:0019005",0.048265064703014,0.99477595879811,2,42,"SCF ubiquitin ligase complex","CC"
"108","GO:0019370",0.00142258297958858,0.999981337603005,2,6,"leukotriene biosynthetic process","BP"
"111","GO:0019835",0.0228357125718428,0.998358477840628,2,36,"cytolysis","BP"
"112","GO:0019953",0.0322882093748534,0.997221345603145,2,32,"sexual reproduction","BP"
"114","GO:0021537",0.045192282419687,0.995298716167854,2,38,"telencephalon development","BP"
"116","GO:0021549",0.0388446587274848,0.99627860844495,2,38,"cerebellum development","BP"
"130","GO:0030169",0.0063605005893483,0.999780023257102,2,15,"low-density lipoprotein particle binding","MF"
"131","GO:0030178",0.0275219668001073,0.997832958093951,2,30,"negative regulation of Wnt signaling pathway","BP"
