"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"7665","GO:0034362",5.57709498992086e-05,1,2,2,"low-density lipoprotein particle","CC"
"15182","GO:1901838",7.39297930911724e-05,0.999998926475327,3,9,"positive regulation of transcription of nucleolar large rRNA by RNA polymerase I","BP"
"12623","GO:0070219",8.82293230978269e-05,1,2,2,"cellular sulfide ion homeostasis","BP"
"12625","GO:0070224",8.82293230978269e-05,1,2,2,"sulfide:quinone oxidoreductase activity","MF"
"13901","GO:0097027",0.000219917335771021,0.999994801651199,3,14,"ubiquitin-protein transferase activator activity","MF"
"12847","GO:0070813",0.000253274864752121,0.999999222589085,2,3,"hydrogen sulfide metabolic process","BP"
"1998","GO:0005536",0.000271971834994988,0.999992999903732,3,15,"glucose binding","MF"
"14009","GO:0097242",0.00036860607230029,0.999989356890767,3,16,"amyloid-beta clearance","BP"
"12624","GO:0070221",0.000531341627407495,0.999996650468116,2,4,"sulfide oxidation, using sulfide:quinone oxidoreductase","BP"
"11732","GO:0060084",0.000553698857509084,0.999996435958064,2,4,"synaptic transmission involved in micturition","BP"
"4337","GO:0010744",0.000573346011377182,0.999995639487478,2,5,"positive regulation of macrophage derived foam cell differentiation","BP"
"14302","GO:0098849",0.000633146890299707,0.999994936785694,2,5,"cellular detoxification of cadmium ion","BP"
"7889","GO:0035095",0.000857032590225447,0.999965859174055,3,20,"behavioral response to nicotine","BP"
"14235","GO:0098691",0.000875420769426579,0.999991750424371,2,5,"dopaminergic synapse","CC"
"4412","GO:0010886",0.000915768467976502,0.999990394518861,2,6,"positive regulation of cholesterol storage","BP"
"7672","GO:0034381",0.000921664767370565,0.999990301161547,2,6,"plasma lipoprotein particle clearance","BP"
"6197","GO:0030301",0.00113754584737993,0.99994923364789,3,23,"cholesterol transport","BP"
"1947","GO:0005353",0.00129514562963975,0.999983801384713,2,6,"fructose transmembrane transporter activity","MF"
"4787","GO:0015755",0.00129514562963975,0.999983801384713,2,6,"fructose transmembrane transport","BP"
"11168","GO:0051119",0.00129514562963975,0.999983801384713,2,6,"sugar transmembrane transporter activity","MF"
"11256","GO:0051291",0.00131854998291621,0.999983357806514,2,6,"protein heterooligomerization","BP"
"5573","GO:0019370",0.001422582970911,0.999981337603177,2,6,"leukotriene biosynthetic process","BP"
"2205","GO:0005938",0.00156759027270036,0.999696012686494,7,195,"cell cortex","CC"
"5993","GO:0022836",0.00188439240934667,0.99982086888982,4,57,"gated channel activity","MF"
"8486","GO:0038024",0.00251554036021615,0.999848343696452,3,30,"cargo receptor activity","MF"
"13308","GO:0071949",0.00275188242575677,0.999707173124328,4,71,"FAD binding","MF"
"9877","GO:0045746",0.00357081242269958,0.99975195084383,3,40,"negative regulation of Notch signaling pathway","BP"
"7407","GO:0033300",0.00372824288158826,0.999907804307429,2,10,"dehydroascorbic acid transmembrane transporter activity","MF"
"12860","GO:0070837",0.00372824288158826,0.999907804307429,2,10,"dehydroascorbic acid transport","BP"
"7438","GO:0033504",0.00388446271233984,0.999895767114204,2,15,"floor plate development","BP"
"1159","GO:0003841",0.00410506064420614,0.999891502490325,2,11,"1-acylglycerol-3-phosphate O-acyltransferase activity","MF"
"5211","GO:0016799",0.00437836181742922,0.999878708400774,2,12,"hydrolase activity, hydrolyzing N-glycosyl compounds","MF"
"3342","GO:0008286",0.00485679549594268,0.999623991162112,3,39,"insulin receptor signaling pathway","BP"
"5998","GO:0022848",0.0048581924906405,0.999624921396238,3,37,"acetylcholine-gated cation-selective channel activity","MF"
"5084","GO:0016491",0.00491715407549724,0.998344235575453,11,534,"oxidoreductase activity","MF"
"10673","GO:0048609",0.00497894196979645,0.999849482142869,2,14,"multicellular organismal reproductive process","BP"
"8981","GO:0042953",0.00512559492660572,0.999842715637538,2,14,"lipoprotein transport","BP"
"6538","GO:0031145",0.00517713859883704,0.999841854370649,2,13,"anaphase-promoting complex-dependent catabolic process","BP"
"2707","GO:0006750",0.00518600792738092,0.999588953278833,3,39,"glutathione biosynthetic process","BP"
"5907","GO:0021893",0.00523223278344969,1,1,1,"cerebral cortex GABAergic interneuron fate commitment","BP"
"15430","GO:1902871",0.00523223278344969,1,1,1,"positive regulation of amacrine cell differentiation","BP"
"15743","GO:1903845",0.00523223278344969,1,1,1,"negative regulation of cellular response to transforming growth factor beta stimulus","BP"
"13351","GO:0072082",0.00555591379929181,1,1,1,"specification of proximal tubule identity","BP"
"16826","GO:2000820",0.00555591379929181,1,1,1,"negative regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation","BP"
"8950","GO:0042816",0.00562655591166482,1,1,1,"vitamin B6 metabolic process","BP"
"6110","GO:0030169",0.0063605005990236,0.999780023256595,2,15,"low-density lipoprotein particle binding","MF"
